wallet,deposit_count,deposit_total,borrow_count,borrow_total,repay_count,repay_total,redeem_count,redeem_total,liquidation_count,repay_ratio,activity_days,credit_score
0x0014dfac19477a83d7354e6eaac28642c1959398,10,1.6993360966012305e+20,6,18156827224.0,9,18162323503.0,11,1.6993578825247844e+20,0,1.0003027114226617,30.192581018518517,800
0x001589fe1923c2118f34e4277f2ef650fcbf0161,19,4.1406915622705803e+21,2,9.433796318126906e+20,0,0.0,9,2.1721695253727386e+21,0,0.0,132.77488425925927,630
0x00159370cbe576b765a7fb2e78582e0cb563d445,10,1.4378217549440027e+21,7,4.7553367600059154e+20,0,0.0,2,1.07327e+21,0,0.0,20.828761574074075,550
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,1,14127252.0,0,0.0,0,0.0,1,14127276.0,0,1.0,0.02034722222222222,560
0x0016469a65facda9e86fd0ae0e9661128843c224,1,2.21e+16,1,5000000000000000.0,0,0.0,0,0.0,0,0.0,0.0,480
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,1,9.63e+16,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00183135585d70a523d61b2e43037a7138b36906,15,1.5304922101147493e+21,13,1.4200272528224158e+21,10,6.407402824712977e+17,16,6.442576251247262e+20,0,0.0004512168912235846,57.14190972222222,630
0x00184e8aa1e95f491f2d9601e12b540092160ded,1,1.0235e+20,1,6.1e+19,1,6.1e+19,1,1.0235e+20,0,1.0,0.0008333333333333334,660
0x0018583d7654803d2c59467e10dec5f70bbe1851,72,260000000000460.0,0,0.0,0,0.0,0,0.0,0,1.0,22.195231481481482,600
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2,2200000.0,0,0.0,0,0.0,0,0.0,0,1.0,5.458935185185185,550
0x0018d044b946ede86b43bb3b964a45772a5abeb9,9,1.462827654263013e+19,2,1121816.0,2,1121820.0,9,1.4787763799382057e+19,0,1.0000035656471293,53.29346064814815,800
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,0,0.0,1,79209353.0,2,158517071.0,2,1.873686683952476e+20,0,2.001241835670593,14.21355324074074,620
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,1e+17,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x001b024b98ee862aa01eea595c4c16a0213d2611,1,4.1189765583527866e+17,1,500000000.0,0,0.0,0,0.0,0,0.0,0.0014351851851851852,480
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,10,3.9147130994874786e+19,6,234424601.0,7,234555105.0,9,331228407.0,0,1.0005566992518844,23.079467592592593,750
0x001bc97d92e1a30b02d4e75be25f06063555d556,12,1.1484504979413799e+23,10,54452832761.0,9,54495849398.0,14,9.91851932296773e+22,0,1.0007899797828481,9.53417824074074,700
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,6240750099327031.0,0,0.0,0,0.0,0,0.0,0,1.0,20.678125,600
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,2.0000000000000097e+18,0,0.0,0,0.0,0,0.0,0,1.0,9.698611111111111,550
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,6461144026105417.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,1109087.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,18485.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,5,9.189004126574749e+20,0,0.0,0,0.0,1,3e+20,0,1.0,68.25821759259259,660
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,23783.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,0,0.0,0,0.0,0,0.0,1,2012030942630.0,0,1.0,0.0,460
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,1.1352405889685976e+18,0,0.0,0,0.0,0,0.0,0,1.0,6.116898148148148,550
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,4440486156185637.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x002379916ac42a432f3b53f16782d33267debb4c,1,1.5e+18,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,2200000.0,0,0.0,0,0.0,0,0.0,0,1.0,5.45849537037037,550
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,14997724.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0008564814814814815,550
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,4999194.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,1.2625001510457944e+16,0,0.0,0,0.0,0,0.0,0,1.0,1.014375,550
0x0024461e7a8ce7157866eaa4c24b702d328250ce,0,0.0,0,0.0,0,0.0,1,1012775168.0,0,1.0,0.0,460
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,2.5e+16,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00246f7813397868b1beec56e1677efa47816dae,30,3.0379081544958256e+21,9,2.3568e+21,2,2.3593073098584406e+21,3,3.03887947484787e+21,0,1.001063861956229,21.02681712962963,730
0x0025a856d01a898bd52286d56c52323b13937b65,1,1e+17,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00261d225db379b3fc74cd0228d6f90582d39035,1,3.42e+16,1,5000000000000000.0,0,0.0,0,0.0,0,0.0,0.0,480
0x00262ffcfda82b5582d1905ca05b849f196b0419,4,101169192.0,3,57074003.0,1,57090279.0,2,101180778.0,0,1.0002851736192395,3.7604166666666665,670
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,450246121481307.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,1851978.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,9.7e+16,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x002775390698ef16589bb22bba37ae7906ae2f36,17,8.138977148594979e+19,7,6.820172016650169e+19,5,3.2017201665016986e+18,1,11640428.0,0,0.0469448594358808,20.264166666666668,540
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,1880888.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0027f7335d610f15b325baa5798414548720fcaa,6,2.0055276752177456e+17,2,1518992970.0,2,1519063995.0,3,4100077779.0,0,1.00004675795175,1.3520833333333333,680
0x00283b611db7844cb5677b311afd67c8e3078518,1,7200645.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,4.72e+16,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,2.6e+18,0,0.0,0,0.0,0,0.0,0,1.0,3.714583333333333,550
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,1107978.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x002aea16059a7d4bef638a03b61a9e80ef07e745,12,1.430619659525877e+21,10,6.743817858193418e+20,5,15406926.0,14,2.4554426788681477e+21,0,2.2845999586541796e-14,82.66001157407408,630
0x002bb13a55bf4525f02717708dd4534ecc475193,2,3145177.0,0,0.0,0,0.0,0,0.0,0,1.0,0.000787037037037037,550
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,1151220.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,2,1.000000000005134e+18,1,2726309.0,1,2726309.0,1,5133916.0,0,1.0,18.024618055555557,710
0x002d2715b179d0db3e17cc28317a98f2f65e6884,98,7.932648299989017e+22,64,3.342662489293029e+22,38,8.000894335516522e+21,53,3.936388910495688e+22,0,0.23935693062474597,101.88613425925926,630
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,4674990964187967.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,5,1.52000000000005e+22,5,4500000000.0,16,1380602617.0,3,1503137603.0,0,0.30680058155555556,128.74545138888888,610
0x002de04d579930686698abab5f48bda0b24fb9fc,32,9.561601228095397e+21,13,42533281825.0,15,42583466718.0,25,1.7769797761859953e+19,0,1.0011798970323165,80.3359375,800
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,1,2.1457e+22,1,2.5e+21,1,2.5e+21,1,2.1457e+22,0,1.0,0.0015277777777777779,660
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,1,15000000.0,0,0.0,0,0.0,5,8.508163251333022e+19,0,1.0,71.94774305555555,700
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,1,12183.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,61,3.8119796786499373e+21,26,1.500000000029125e+20,12,2509969106.0,9,1.8199992905966929e+21,0,1.6733127373008433e-11,105.19599537037037,630
0x0030040e8d836ac3e546c354f9b373e70a14deeb,0,0.0,0,0.0,0,0.0,2,44842195767.0,0,1.0,0.0028472222222222223,470
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,35,9.647786848111267e+21,23,4.950000000006153e+21,0,0.0,0,0.0,0,0.0,40.67474537037037,580
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1,6764030347976762.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,1,197000000.0,0,0.0,0,0.0,2,197981473.0,0,1.0,33.31018518518518,670
0x003094a91a3b5523bc601b221f80183bd347e9ae,2,2200000.0,0,0.0,0,0.0,0,0.0,0,1.0,5.458726851851852,550
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,1,165694780930095.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,37,9.440670629086131e+22,11,5.404812000007117e+22,11,5.417605170497536e+22,8,9.454068999999999e+22,0,1.002366996389588,73.14305555555555,800
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1,512154521788658.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,2,32765593476.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0007638888888888889,550
0x0030ee334630838ea4dee0b4b6ecbc973529031f,8,4.145e+21,7,5.500000000038e+20,1,1806279483.0,0,0.0,0,3.2841445145227643e-12,74.04144675925926,580
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1,1.0711849113594033e+18,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00326e37cef76788f6b0cf643c94481d60bd3d58,2,3e+19,0,0.0,0,0.0,0,0.0,0,1.0,0.13056712962962963,550
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,179,2.052357968883093e+24,154,3.7556284400034186e+24,148,4.338433215427062e+23,42,3.450285449372011e+23,0,0.11551816918883256,103.78547453703703,630
0x003325d3054cd7668fb16f19ea11bae6d02a474c,0,0.0,0,0.0,0,0.0,5,2005930544632.0,0,1.0,6.745138888888889,500
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,59,5.283732265103469e+25,45,3.49646e+25,21,3.5002998465161123e+25,37,5.287255563412145e+25,0,1.0010982097653376,24.534699074074073,750
0x0034d2a08772822866b08d2c585e5c8e25723760,1,4.76e+20,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,0,0.0,0,0.0,0,0.0,5,6.548688628031852e+19,0,1.0,30.831481481481482,600
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,14,1.4043899585496102e+21,8,3.332233623786781e+20,2,913894665.0,2,1723511961.0,0,2.742588810329096e-12,20.906643518518518,550
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,1,1e+19,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0036534c48a754163f0f446601f36bcfda840f57,7,6.764733088455185e+20,8,1.6500000000125e+20,7,1.5004200209250884e+20,5,2.264692104628697e+20,0,0.9093454672204373,12.879537037037037,750
0x00368bb9dba2ee83f3553feae59710b9c3743e09,9,6.00961657610252e+20,1,5e+20,0,0.0,1,199852176.0,0,0.0,37.84740740740741,590
0x0036a2f1f6136bb9d7992f7def692126a279e702,1,3992596985892630.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,9,1.8875272977127176e+21,14,2.0200000000024007e+21,14,1.4002145576161924e+21,6,7.999950775844998e+20,0,0.6931755235715487,56.22424768518518,700
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,4,1.4036387132020115e+21,2,4.274986215513806e+20,2,4.311109504544958e+20,4,1.4005734188325014e+21,0,1.0084499194172982,70.08412037037037,790
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1,1843331.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,3,49613617892.0,0,0.0,0,0.0,6,49624041277.0,0,1.0,49.79636574074074,700
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,7,3.863706220943507e+19,13,6.304403429841318e+19,0,0.0,7,1.5776377328972968e+19,1,0.0,67.51701388888888,560
0x0038281701bf3f51fdbb18903c6e18776780a9a1,1,1100000.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00389de87cae34a6f89e13cc8225c4984add8b37,328,1.4845529366995082e+24,100,1.2582207674541382e+24,76,1423714851667.0,106,2.091100592795072e+22,0,1.131530243732759e-12,58.27695601851852,630
0x0039e71541bdc798d062346bce94230bf519bb72,1,3.25e+16,1,5000000000000000.0,0,0.0,0,0.0,0,0.0,0.0,480
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,2,9.960000000008995e+21,0,0.0,0,0.0,4,9.000000000014995e+21,0,1.0,2.7740046296296295,590
0x003a85c562730b196f7cba202a2515f2ff855736,131,3.9775195071961e+23,22,5.000000000323202e+21,12,5.00008705500499e+21,12,6.387591904815039e+21,0,1.0000174109363567,102.33961805555556,800
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,4,1.73e+21,5,885864724.0,4,886027497.0,0,0.0,0,1.0001837447587538,2.3327662037037036,650
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,2,2105972.0,0,0.0,0,0.0,0,0.0,0,1.0,5.004212962962963,550
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,39,4.036479248781378e+20,3,7.250002020928938e+19,0,0.0,1,100009639.0,0,0.0,79.35398148148148,590
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,2,141678625.0,0,0.0,0,0.0,2,142110786.0,0,1.0,19.450625,620
0x003be39433bde975b12411fbc3025d49d813a84f,0,0.0,1,735469.0,0,0.0,0,0.0,3,0.0,32.38125,280
0x003cb0842811db8d115e28f13048dd83db391dcb,1,1626066.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,1,6308462378533841.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,0,0.0,1,1705879701.0,3,3412015169.0,2,5.003784173994918e+21,0,2.0001499326123935,1.8161342592592593,570
0x003e9a119439ef34de3237034cee95675b01d5d4,6,1.246863390918914e+19,9,17349700000.0,8,14071128198.0,8,1.2471033938872353e+19,0,0.8110300580413494,92.03100694444444,700
0x003ed65a094ef804c934f2427b601e03113882ff,2,200000000000000.0,0,0.0,0,0.0,0,0.0,0,1.0,0.00016203703703703703,550
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,59,1.0414436621635262e+21,50,5.1324982043723e+20,16,1069320800.0,19,1.718310824391381e+17,0,2.08343141569745e-12,41.27583333333333,630
0x003f705c2e62e268891d8aa2724e32f2176dc963,1,1e+19,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,19,2.0838286423165905e+21,3,17000000000.0,4,17023583187.0,13,8.434842187057749e+20,0,1.0013872462941176,31.904039351851853,800
0x00405f7b768a9a6b81e8060a17f0550501acf6be,87,30081600471.0,40,7.740167788329321e+18,0,0.0,17,10515091290.0,0,0.0,56.7734837962963,630
0x0040932d4c252856709b24dc406244392d3df400,1,9770602.0,0,0.0,0,0.0,1,9770603.0,0,1.0,0.000925925925925926,560
0x0040daac32d83c78546ae36da42a496b28ab09e1,6,1.156e+21,0,0.0,0,0.0,0,0.0,0,1.0,61.50616898148148,650
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,1,5e+17,0,0.0,0,0.0,0,0.0,0,1.0,0.0,550
0x0041dac13d9365b4d695fb612950dc71884f8db1,43,3.035900184062809e+21,34,8.713198000006069e+20,55,6.551913297126155e+20,22,9.045958746740574e+19,0,0.751952761445521,51.28578703703704,700
